id,question,answer,page_ref,is_paper_2
26,How can the accuracy of a calorimetry experiment be increased?,"A lot of energy from burning can be lost to the surroundings, so <b>insulation</b> would keep more energy in the water and reduce the heat loss",14,1
27,What do <b>digestive enzymes</b> do?,They break large molecules into smaller ones,15,0
28,Why do large molecules need to be broken down by digestive enzymes?,The <b>large</b> molecules are <b>insoluble</b> and can't pass through the walls in the digestive system,15,0
29,Amylase is used for...,Breaking down <b>starch</b> into <b>maltose</b>,15,0
30,Maltose can be broken down into...,<b>Glucose</b> (by the enzyme <b>maltase</b>),15,0
31,What do proteases do?,They convert <b>proteins</b> into <b>amino acids</b>,15,0
32,Lipids are broken down to glycerol and fatty acids by...,Lipases,15,0
33,Lipases are the enzyme used to break down...,<b>Lipids</b> into <b>fatty acids and glycerol</b>,15,0
34,What does <b>bile</b> do?,<b>Neutralises stomach acid</b> and also <b>emulsifies fats</b> (breaking down fats into smaller droplets so they have a larger surface area for faster digestion),15,0
35,Where is bile <b>produced</b>?,The liver,15,0
36,Where is bile <b>stored</b>?,The gall bladder,15,0
37,Enzymes in the small intestine (like bile) work best in what type of conditions?,<b>Alkaline</b> (bile has to neutralise the stomach acid for enzymes in the small intestine),15,0
38,How does the mouth help with the breaking down of food?,"The mouth can help with digestion in two ways: chemically, and mechanically. <br><br>&bull; Saliva contains the enzyme <b>amylase</b>, which is produced by the <b>salivary glands</b> <br>&bull; Teeth also break down food <b>mechanically</b>",16,0
39,Define <b>oesophagus</b>,"A part of the <b>alimentary canal</b>, it is a muscular tube which connects the mouth and the stomach",16,0
40,What protease enzyme does the stomach produce?,Pepsin,16,0
41,Why does the stomach produce hydrochloric acid?,To <b>kill bacteria</b> and give the protease enzymes the <b>right conditions</b> to work in (i.e. acidic),16,0
42,What is the role of the pancreas?,"To <b>produce enzymes</b> (e.g. protease, amylase, lipase) which are then released into the small intestine (for digestion)",16,0
43,What happens in the small intestine?,"Enzymes are produced for digestion, and nutrients are <b>absorbed</b>",16,0
44,What happens in the large intestine?,Excess water is absorbed from the food,16,0
45,In which part of the body does food leave the body?,Food leaves the body as faeces at the <b>anus</b>,16,0
46,What is the name of the movement of food through the gut?,Peristalsis,16,0
47,Describe the process of <b>peristalsis</b>,Balls of food (<b>boluses</b>) are moved through the gut by <b>waves of circular muscle contractions</b>,16,0
48,List the five main stages of digestion,1. Ingestion <br>2. Digestion <br>3. Absorption <br>4. Assimilation <br>5. Egestion,17,0
49,What is <b>ingestion</b>?,Putting foods and drinks in your mouth,17,0
50,Describe <b>digestion</b>,"Large and insoluble molecules are broken down into smaller, soluble ones using enzymes. Digestion can be done mechanically too - like how teeth breaks down food.",17,0
51,What is absorption?,"Food is moved from the walls of the alimentary canal to the blood, so it can be used. Food molecules are absorbed in the small intestine whereas water molecules are mainly absorbed in the large intestine.",17,0
52,Define <b>assimilation</b>,Digested molecules move into body cells and become a part of the cells,17,0
53,What is <b>egestion</b>?,Undigested food forms faeces and leaves the body through the anus,17,0
54,How is the small intestine adapted for absorption?,"&bull; The <b>small intestine is long</b>, which means there's time for all food to be absorbed before it reaches the end <br><br>&bull; There is a very large surface area as the walls of the small intestine contain <b>villi</b> (small projections on the wall), and these villi contain millions of <b>microvilli</b> <br><br>&bull; The surface of the villi is only <b>one-cell thick and permeable</b>, so diffusion takes place faster <br><br>&bull; The villi have a <b>good blood supply</b>, so absorption is quick",17,0
